,Unnamed: 0,Unnamed: 0.1,scaled_input_default,scaled_input_account_check_status,scaled_input_duration_in_month,scaled_input_credit_history,scaled_input_purpose,scaled_input_credit_amount,scaled_input_savings,scaled_input_present_emp_since,scaled_input_installment_as_income_perc,scaled_input_personal_status_sex,scaled_input_other_debtors,scaled_input_present_res_since,scaled_input_property,scaled_input_age,scaled_input_other_installment_plans,scaled_input_housing,scaled_input_credits_this_bank,scaled_input_job,scaled_input_people_under_maintenance,scaled_input_telephone,scaled_input_foreign_worker,origin_input_default,origin_input_account_check_status,origin_input_duration_in_month,origin_input_credit_history,origin_input_purpose,origin_input_credit_amount,origin_input_savings,origin_input_present_emp_since,origin_input_installment_as_income_perc,origin_input_personal_status_sex,origin_input_other_debtors,origin_input_present_res_since,origin_input_property,origin_input_age,origin_input_other_installment_plans,origin_input_housing,origin_input_credits_this_bank,origin_input_job,origin_input_people_under_maintenance,origin_input_telephone,origin_input_foreign_worker,scaled_cf_account_check_status,scaled_cf_duration_in_month,scaled_cf_credit_history,scaled_cf_purpose,scaled_cf_credit_amount,scaled_cf_savings,scaled_cf_present_emp_since,scaled_cf_installment_as_income_perc,scaled_cf_personal_status_sex,scaled_cf_other_debtors,scaled_cf_present_res_since,scaled_cf_property,scaled_cf_age,scaled_cf_other_installment_plans,scaled_cf_housing,scaled_cf_credits_this_bank,scaled_cf_job,scaled_cf_people_under_maintenance,scaled_cf_telephone,scaled_cf_foreign_worker,scaled_cf_default,origin_cf_account_check_status,origin_cf_duration_in_month,origin_cf_credit_history,origin_cf_purpose,origin_cf_credit_amount,origin_cf_savings,origin_cf_present_emp_since,origin_cf_installment_as_income_perc,origin_cf_personal_status_sex,origin_cf_other_debtors,origin_cf_present_res_since,origin_cf_property,origin_cf_age,origin_cf_other_installment_plans,origin_cf_housing,origin_cf_credits_this_bank,origin_cf_job,origin_cf_people_under_maintenance,origin_cf_telephone,origin_cf_foreign_worker,origin_cf_default,running_time,Found,ground_truth,prediction,L1,L2,Sparsity,Realistic,MAD,Mahalanobis
10,2,0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : divorced/separated,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,Y,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,Y,0.1630189418792724,Y,N,N,2.0,1.4142135623730951,1,True,0.03333333333333333,0.5919006220188859
11,2,0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,Y,0 <= ... < 200 DM,24.0,all credits at this bank paid back duly,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,Y,0.1589431762695312,Y,N,N,2.0,1.4142135623730951,1,True,0.03333333333333333,0.3682588961785103
12,2,0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,< 0 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,stores,own,1,unskilled - resident,1,none,yes,Y,< 0 DM,24.0,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,stores,own,1,unskilled - resident,1,none,yes,Y,0.1593410968780517,Y,N,N,4.0,2.0,2,True,0.06666666666666667,0.8591677188821562
13,2,0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,Y,0 <= ... < 200 DM,24.0,all credits at this bank paid back duly,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,Y,0.1622257232666015,Y,N,N,2.0,1.4142135623730951,1,True,0.03333333333333333,0.3682588961785103
14,2,0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,24.0,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.65845506,delay in paying off in the past,radio/television,0.1146142841421811,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.1785714285714285,bank,own,1,unskilled - resident,1,none,yes,Y,0 <= ... < 200 DM,48.77494408,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",29.0,bank,own,1,unskilled - resident,1,none,yes,Y,0.1550807952880859,Y,N,N,2.3643374129411763,1.4603909580891925,2,True,0.5551019784920586,0.7543860687360603
15,3,0,Y,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,no checking account,0.2058823529411764,existing credits paid back duly till now,radio/television,0.939400964,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,N,no checking account,18.0,existing credits paid back duly till now,radio/television,17322.673119736,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,N,0.1588099002838134,Y,Y,Y,2.8409636359489383,1.6453631322563593,2,True,1.525484852344954,0.817746875948426
16,3,0,Y,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,.. >= 1000 DM ,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,for free,1,skilled employee / official,1,none,yes,N,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,.. >= 1000 DM ,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,for free,1,skilled employee / official,1,none,yes,N,0.1583189964294433,Y,Y,Y,4.0,2.0,2,True,0.06666666666666667,0.781495191754072
17,3,0,Y,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,.. >= 1000 DM ,1 <= ... < 4 years,0.0,female : divorced/separated/married,co-applicant,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,N,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,.. >= 1000 DM ,1 <= ... < 4 years,1.0,female : divorced/separated/married,co-applicant,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,N,0.1602702140808105,Y,Y,Y,4.0,2.0,2,True,0.06666666666666667,0.704453870210997
18,3,0,Y,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,no checking account,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,N,no checking account,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,N,0.1600751876831054,Y,Y,Y,2.0,1.4142135623730951,1,True,0.03333333333333333,0.8088598483385453
19,3,0,Y,< 0 DM,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,no checking account,0.2058823529411764,existing credits paid back duly till now,radio/television,0.0984373280510619,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,unknown / no property,0.0178571428571428,bank,rent,1,skilled employee / official,1,none,yes,N,no checking account,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,unknown / no property,20.0,bank,rent,1,skilled employee / official,1,none,yes,N,0.1579000949859619,Y,Y,Y,4.0,2.0,2,True,0.06666666666666667,1.004462515450401
